CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_MUN_Unique,NOM_ENT_Clean,NOM_MUN_Clean,KEY_inegi,best_match,match_score,ESTADO_Clean,MUNICIPIO_Clean,KEY_prod
,México,,acambay de ruiz castaneda,,mexico,acambay de ruiz castaneda,mexico-acambay de ruiz castaneda,,0,mexico,acambay,mexico-acambay
,chihuahua,,dr belisario dominguez,,chihuahua,dr belisario dominguez,chihuahua-dr belisario dominguez,,0,chihuahua,dr belisario dominguez,chihuahua-dr belisario dominguez
,Chiapas,,Cintalapa de Figueroa,,chiapas,cintalapa de figueroa,chiapas-cintalapa de figueroa,,0,chiapas,cintalapa,chiapas-cintalapa
,Morelos,,Jonacatepec de Leandro Valle,,morelos,jonacatepec de leandro valle,morelos-jonacatepec de leandro valle,,0,morelos,jonacatepec,morelos-jonacatepec
,OAXACA,,Heroica Villa de San Blas Atempa,,oaxaca,heroica villa de san blas atempa,oaxaca-heroica villa de san blas atempa,,0,oaxaca,san blas atempa,oaxaca-san blas atempa
,OAXACA,,San Juan Mixtepec,,oaxaca,san juan mixtepec,oaxaca-san juan mixtepec,,0,oaxaca,san juan mixtepec -dto. 08 -,oaxaca-san juan mixtepec -dto. 08 -
,OAXACA,,San Juan Mixtepec,,oaxaca,san juan mixtepec,oaxaca-san juan mixtepec,,0,oaxaca,san juan mixtepec -dto. 26 -,oaxaca-san juan mixtepec -dto. 26 -
,OAXACA,,San Juan Mixtepec,,oaxaca,san juan mixtepec,oaxaca-san juan mixtepec,,0,oaxaca,san pedro mixtepec -dto. 22 -,oaxaca-san pedro mixtepec -dto. 22 -
,OAXACA,,San Juan Mixtepec,,oaxaca,san juan mixtepec,oaxaca-san juan mixtepec,,0,oaxaca,san pedro mixtepec -dto. 26 -,oaxaca-san pedro mixtepec -dto. 26 -
,OAXACA,,Villa de Santiago Chazumba,,oaxaca,villa de santiago chazumba,oaxaca-villa de santiago chazumba,,0,oaxaca,santiago chazumba,oaxaca-santiago chazumba
,OAXACA,,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",,oaxaca,"heroica villa tezoatlán de segura y luna, cuna de la independencia de oaxaca","oaxaca-heroica villa tezoatlan de segura y luna, cuna de la independencia de oaxaca",,0,oaxaca,tezoatlan de segura y luna,oaxaca-tezoatlan de segura y luna
,MORELOS,,Tlaltizapán de Zapata,,morelos,tlaltizapán de zapata,morelos-tlaltizapan de zapata,,0,morelos,tlaltizapan,morelos-tlaltizapan
,JALISCO,,San Pedro Tlaquepaque,,jalisco,san pedro tlaquepaque,jalisco-san pedro tlaquepaque,,0,jalisco,tlaquepaque,jalisco-tlaquepaque
,OAXACA,,Villa De Tututepec,,oaxaca,villa de tututepec,oaxaca-villa de tututepec,,0,oaxaca,villa de tututepec de melchor ocampo,oaxaca-villa de tututepec de melchor ocampo
,TLAXCALA,,Yauhquemehcan,,tlaxaca,yauhquemehcan,tlaxaca-yauhquemehcan,,0,tlaxaca,yauhquemecan,tlaxaca-yauhquemecan
,OAXACA,,zapotitlan lagunas,,oaxaca,zapotitlan lagunas,oaxaca-zapotitlan lagunas,,0,oaxaca,zapotitlan del rio,oaxaca-zapotitlan del rio
,TLAXCALA,,Ziltlaltépec de Trinidad Sánchez Santos,,tlaxaca,ziltlaltépec de trinidad sánchez santos,tlaxaca-ziltlaltepec de trinidad sanchez santos,,0,tlaxaca,zitlaltepec de trinidad sanchez santos,tlaxaca-zitlaltepec de trinidad sanchez santos
1,Aguascalientes,1,Aguascalientes,01-001,aguascalientes,aguascalientes,aguascalientes-aguascalientes,aguascalientes-aguascalientes,100,aguascalientes,aguascalientes,aguascalientes-aguascalientes
1,Aguascalientes,2,Asientos,01-002,aguascalientes,asientos,aguascalientes-asientos,aguascalientes-asientos,100,aguascalientes,asientos,aguascalientes-asientos
1,Aguascalientes,3,Calvillo,01-003,aguascalientes,calvillo,aguascalientes-calvillo,aguascalientes-calvillo,100,aguascalientes,calvillo,aguascalientes-calvillo
1,Aguascalientes,4,Cos√≠o,01-004,aguascalientes,cosio,aguascalientes-cosio,aguascalientes-cosio,100,aguascalientes,cosio,aguascalientes-cosio
1,Aguascalientes,5,Jes√∫s Mar√≠a,01-005,aguascalientes,jesus maria,aguascalientes-jesus maria,aguascalientes-jesus maria,100,aguascalientes,jesus maria,aguascalientes-jesus maria
1,Aguascalientes,6,Pabell√≥n de Arteaga,01-006,aguascalientes,pabellon de arteaga,aguascalientes-pabellon de arteaga,aguascalientes-pabellon de arteaga,100,aguascalientes,pabellon de arteaga,aguascalientes-pabellon de arteaga
1,Aguascalientes,7,Rinc√≥n de Romos,01-007,aguascalientes,rincon de romos,aguascalientes-rincon de romos,aguascalientes-rincon de romos,100,aguascalientes,rincon de romos,aguascalientes-rincon de romos
1,Aguascalientes,8,San Jos√© de Gracia,01-008,aguascalientes,san jose de gracia,aguascalientes-san jose de gracia,aguascalientes-san jose de gracia,100,aguascalientes,san jose de gracia,aguascalientes-san jose de gracia
1,Aguascalientes,9,Tepezal√°,01-009,aguascalientes,tepezala,aguascalientes-tepezala,aguascalientes-tepezala,100,aguascalientes,tepezala,aguascalientes-tepezala
1,Aguascalientes,10,El Llano,01-010,aguascalientes,el llano,aguascalientes-el llano,aguascalientes-el llano,100,aguascalientes,el llano,aguascalientes-el llano
1,Aguascalientes,11,San Francisco de los Romo,01-011,aguascalientes,san francisco de los romo,aguascalientes-san francisco de los romo,aguascalientes-san francisco de los romo,100,aguascalientes,san francisco de los romo,aguascalientes-san francisco de los romo
4,Campeche,1,Calkin√≠,04-001,campeche,calkini,campeche-calkini,campeche-calkini,100,campeche,calkini,campeche-calkini
4,Campeche,2,Campeche,04-002,campeche,campeche,campeche-campeche,campeche-campeche,100,campeche,campeche,campeche-campeche
4,Campeche,3,Carmen,04-003,campeche,carmen,campeche-carmen,campeche-carmen,100,campeche,carmen,campeche-carmen
4,Campeche,4,Champot√≥n,04-004,campeche,champoton,campeche-champoton,campeche-champoton,100,campeche,champoton,campeche-champoton
4,Campeche,5,Hecelchak√°n,04-005,campeche,hecelchakan,campeche-hecelchakan,campeche-hecelchakan,100,campeche,hecelchakan,campeche-hecelchakan
4,Campeche,6,Hopelch√©n,04-006,campeche,hopelchen,campeche-hopelchen,campeche-hopelchen,100,campeche,hopelchen,campeche-hopelchen
4,Campeche,7,Palizada,04-007,campeche,palizada,campeche-palizada,campeche-palizada,100,campeche,palizada,campeche-palizada
4,Campeche,8,Tenabo,04-008,campeche,tenabo,campeche-tenabo,campeche-tenabo,100,campeche,tenabo,campeche-tenabo
4,Campeche,9,Esc√°rcega,04-009,campeche,escarcega,campeche-escarcega,campeche-escarcega,100,campeche,escarcega,campeche-escarcega
4,Campeche,10,Calakmul,04-010,campeche,calakmul,campeche-calakmul,campeche-calakmul,100,campeche,calakmul,campeche-calakmul
4,Campeche,11,Candelaria,04-011,campeche,candelaria,campeche-candelaria,campeche-candelaria,100,campeche,candelaria,campeche-candelaria
6,Colima,1,Armer√≠a,06-001,colima,armeria,colima-armeria,colima-armeria,100,colima,armeria,colima-armeria
6,Colima,2,Colima,06-002,colima,colima,colima-colima,colima-colima,100,colima,colima,colima-colima
6,Colima,3,Comala,06-003,colima,comala,colima-comala,colima-comala,100,colima,comala,colima-comala
6,Colima,4,Coquimatl√°n,06-004,colima,coquimatlan,colima-coquimatlan,colima-coquimatlan,100,colima,coquimatlan,colima-coquimatlan
6,Colima,5,Cuauht√©moc,06-005,colima,cuauhtemoc,colima-cuauhtemoc,colima-cuauhtemoc,100,colima,cuauhtemoc,colima-cuauhtemoc
6,Colima,6,Ixtlahuac√°n,06-006,colima,ixtlahuacan,colima-ixtlahuacan,colima-ixtlahuacan,100,colima,ixtlahuacan,colima-ixtlahuacan
6,Colima,7,Manzanillo,06-007,colima,manzanillo,colima-manzanillo,colima-manzanillo,100,colima,manzanillo,colima-manzanillo
6,Colima,8,Minatitl√°n,06-008,colima,minatitlan,colima-minatitlan,colima-minatitlan,100,colima,minatitlan,colima-minatitlan
6,Colima,9,Tecom√°n,06-009,colima,tecoman,colima-tecoman,colima-tecoman,100,colima,tecoman,colima-tecoman
6,Colima,10,Villa de √Ålvarez,06-010,colima,villa de alvarez,colima-villa de alvarez,colima-villa de alvarez,100,colima,villa de alvarez,colima-villa de alvarez
7,Chiapas,1,Acacoyagua,07-001,chiapas,acacoyagua,chiapas-acacoyagua,chiapas-acacoyagua,100,chiapas,acacoyagua,chiapas-acacoyagua
7,Chiapas,2,Acala,07-002,chiapas,acala,chiapas-acala,chiapas-acala,100,chiapas,acala,chiapas-acala
7,Chiapas,3,Acapetahua,07-003,chiapas,acapetahua,chiapas-acapetahua,chiapas-acapetahua,100,chiapas,acapetahua,chiapas-acapetahua
7,Chiapas,4,Altamirano,07-004,chiapas,altamirano,chiapas-altamirano,chiapas-altamirano,100,chiapas,altamirano,chiapas-altamirano
7,Chiapas,5,Amat√°n,07-005,chiapas,amatan,chiapas-amatan,chiapas-amatan,100,chiapas,amatan,chiapas-amatan
7,Chiapas,6,Amatenango de la Frontera,07-006,chiapas,amatenango de la frontera,chiapas-amatenango de la frontera,chiapas-amatenango de la frontera,100,chiapas,amatenango de la frontera,chiapas-amatenango de la frontera
7,Chiapas,7,Amatenango del Valle,07-007,chiapas,amatenango del valle,chiapas-amatenango del valle,chiapas-amatenango del valle,100,chiapas,amatenango del valle,chiapas-amatenango del valle
7,Chiapas,8,√Ångel Albino Corzo,07-008,chiapas,angel albino corzo,chiapas-angel albino corzo,chiapas-angel albino corzo,100,chiapas,angel albino corzo,chiapas-angel albino corzo
7,Chiapas,9,Arriaga,07-009,chiapas,arriaga,chiapas-arriaga,chiapas-arriaga,100,chiapas,arriaga,chiapas-arriaga
7,Chiapas,10,Bejucal de Ocampo,07-010,chiapas,bejucal de ocampo,chiapas-bejucal de ocampo,chiapas-bejucal de ocampo,100,chiapas,bejucal de ocampo,chiapas-bejucal de ocampo
7,Chiapas,11,Bella Vista,07-011,chiapas,bella vista,chiapas-bella vista,chiapas-bella vista,100,chiapas,bella vista,chiapas-bella vista
7,Chiapas,12,Berrioz√°bal,07-012,chiapas,berriozabal,chiapas-berriozabal,chiapas-berriozabal,100,chiapas,berriozabal,chiapas-berriozabal
7,Chiapas,13,Bochil,07-013,chiapas,bochil,chiapas-bochil,chiapas-bochil,100,chiapas,bochil,chiapas-bochil
7,Chiapas,14,El Bosque,07-014,chiapas,el bosque,chiapas-el bosque,chiapas-el bosque,100,chiapas,el bosque,chiapas-el bosque
7,Chiapas,15,Cacahoat√°n,07-015,chiapas,cacahoatan,chiapas-cacahoatan,chiapas-cacahoatan,100,chiapas,cacahoatan,chiapas-cacahoatan
7,Chiapas,16,Catazaj√°,07-016,chiapas,catazaja,chiapas-catazaja,chiapas-catazaja,100,chiapas,catazaja,chiapas-catazaja
7,Chiapas,18,Coapilla,07-018,chiapas,coapilla,chiapas-coapilla,chiapas-coapilla,100,chiapas,coapilla,chiapas-coapilla
7,Chiapas,19,Comit√°n de Dom√≠nguez,07-019,chiapas,comitan de dominguez,chiapas-comitan de dominguez,chiapas-comitan de dominguez,100,chiapas,comitan de dominguez,chiapas-comitan de dominguez
7,Chiapas,20,La Concordia,07-020,chiapas,la concordia,chiapas-la concordia,chiapas-la concordia,100,chiapas,la concordia,chiapas-la concordia
7,Chiapas,21,Copainal√°,07-021,chiapas,copainala,chiapas-copainala,chiapas-copainala,100,chiapas,copainala,chiapas-copainala
7,Chiapas,22,Chalchihuit√°n,07-022,chiapas,chalchihuitan,chiapas-chalchihuitan,chiapas-chalchihuitan,100,chiapas,chalchihuitan,chiapas-chalchihuitan
7,Chiapas,23,Chamula,07-023,chiapas,chamula,chiapas-chamula,chiapas-chamula,100,chiapas,chamula,chiapas-chamula
7,Chiapas,24,Chanal,07-024,chiapas,chanal,chiapas-chanal,chiapas-chanal,100,chiapas,chanal,chiapas-chanal
7,Chiapas,25,Chapultenango,07-025,chiapas,chapultenango,chiapas-chapultenango,chiapas-chapultenango,100,chiapas,chapultenango,chiapas-chapultenango
7,Chiapas,26,Chenalh√≥,07-026,chiapas,chenalho,chiapas-chenalho,chiapas-chenalho,100,chiapas,chenalho,chiapas-chenalho
7,Chiapas,27,Chiapa de Corzo,07-027,chiapas,chiapa de corzo,chiapas-chiapa de corzo,chiapas-chiapa de corzo,100,chiapas,chiapa de corzo,chiapas-chiapa de corzo
7,Chiapas,28,Chiapilla,07-028,chiapas,chiapilla,chiapas-chiapilla,chiapas-chiapilla,100,chiapas,chiapilla,chiapas-chiapilla
7,Chiapas,29,Chicoas√©n,07-029,chiapas,chicoasen,chiapas-chicoasen,chiapas-chicoasen,100,chiapas,chicoasen,chiapas-chicoasen
7,Chiapas,30,Chicomuselo,07-030,chiapas,chicomuselo,chiapas-chicomuselo,chiapas-chicomuselo,100,chiapas,chicomuselo,chiapas-chicomuselo
7,Chiapas,31,Chil√≥n,07-031,chiapas,chilon,chiapas-chilon,chiapas-chilon,100,chiapas,chilon,chiapas-chilon
7,Chiapas,32,Escuintla,07-032,chiapas,escuintla,chiapas-escuintla,chiapas-escuintla,100,chiapas,escuintla,chiapas-escuintla
7,Chiapas,33,Francisco Le√≥n,07-033,chiapas,francisco leon,chiapas-francisco leon,chiapas-francisco leon,100,chiapas,francisco leon,chiapas-francisco leon
7,Chiapas,34,Frontera Comalapa,07-034,chiapas,frontera comalapa,chiapas-frontera comalapa,chiapas-frontera comalapa,100,chiapas,frontera comalapa,chiapas-frontera comalapa
7,Chiapas,35,Frontera Hidalgo,07-035,chiapas,frontera hidalgo,chiapas-frontera hidalgo,chiapas-frontera hidalgo,100,chiapas,frontera hidalgo,chiapas-frontera hidalgo
7,Chiapas,36,La Grandeza,07-036,chiapas,la grandeza,chiapas-la grandeza,chiapas-la grandeza,100,chiapas,la grandeza,chiapas-la grandeza
7,Chiapas,37,Huehuet√°n,07-037,chiapas,huehuetan,chiapas-huehuetan,chiapas-huehuetan,100,chiapas,huehuetan,chiapas-huehuetan
7,Chiapas,38,Huixt√°n,07-038,chiapas,huixtan,chiapas-huixtan,chiapas-huixtan,100,chiapas,huixtan,chiapas-huixtan
7,Chiapas,39,Huitiup√°n,07-039,chiapas,huitiupan,chiapas-huitiupan,chiapas-huitiupan,100,chiapas,huitiupan,chiapas-huitiupan
7,Chiapas,40,Huixtla,07-040,chiapas,huixtla,chiapas-huixtla,chiapas-huixtla,100,chiapas,huixtla,chiapas-huixtla
7,Chiapas,41,La Independencia,07-041,chiapas,la independencia,chiapas-la independencia,chiapas-la independencia,100,chiapas,la independencia,chiapas-la independencia
7,Chiapas,42,Ixhuat√°n,07-042,chiapas,ixhuatan,chiapas-ixhuatan,chiapas-ixhuatan,100,chiapas,ixhuatan,chiapas-ixhuatan
7,Chiapas,43,Ixtacomit√°n,07-043,chiapas,ixtacomitan,chiapas-ixtacomitan,chiapas-ixtacomitan,100,chiapas,ixtacomitan,chiapas-ixtacomitan
7,Chiapas,44,Ixtapa,07-044,chiapas,ixtapa,chiapas-ixtapa,chiapas-ixtapa,100,chiapas,ixtapa,chiapas-ixtapa
7,Chiapas,45,Ixtapangajoya,07-045,chiapas,ixtapangajoya,chiapas-ixtapangajoya,chiapas-ixtapangajoya,100,chiapas,ixtapangajoya,chiapas-ixtapangajoya
7,Chiapas,46,Jiquipilas,07-046,chiapas,jiquipilas,chiapas-jiquipilas,chiapas-jiquipilas,100,chiapas,jiquipilas,chiapas-jiquipilas
7,Chiapas,47,Jitotol,07-047,chiapas,jitotol,chiapas-jitotol,chiapas-jitotol,100,chiapas,jitotol,chiapas-jitotol
7,Chiapas,48,Ju√°rez,07-048,chiapas,juarez,chiapas-juarez,chiapas-juarez,100,chiapas,juarez,chiapas-juarez
7,Chiapas,49,Larr√°inzar,07-049,chiapas,larrainzar,chiapas-larrainzar,chiapas-larrainzar,100,chiapas,larrainzar,chiapas-larrainzar
7,Chiapas,50,La Libertad,07-050,chiapas,la libertad,chiapas-la libertad,chiapas-la libertad,100,chiapas,la libertad,chiapas-la libertad
7,Chiapas,51,Mapastepec,07-051,chiapas,mapastepec,chiapas-mapastepec,chiapas-mapastepec,100,chiapas,mapastepec,chiapas-mapastepec
7,Chiapas,52,Las Margaritas,07-052,chiapas,las margaritas,chiapas-las margaritas,chiapas-las margaritas,100,chiapas,las margaritas,chiapas-las margaritas
7,Chiapas,53,Mazapa de Madero,07-053,chiapas,mazapa de madero,chiapas-mazapa de madero,chiapas-mazapa de madero,100,chiapas,mazapa de madero,chiapas-mazapa de madero
7,Chiapas,54,Mazat√°n,07-054,chiapas,mazatan,chiapas-mazatan,chiapas-mazatan,100,chiapas,mazatan,chiapas-mazatan
7,Chiapas,55,Metapa,07-055,chiapas,metapa,chiapas-metapa,chiapas-metapa,100,chiapas,metapa,chiapas-metapa
7,Chiapas,56,Mitontic,07-056,chiapas,mitontic,chiapas-mitontic,chiapas-mitontic,100,chiapas,mitontic,chiapas-mitontic
7,Chiapas,57,Motozintla,07-057,chiapas,motozintla,chiapas-motozintla,chiapas-motozintla,100,chiapas,motozintla,chiapas-motozintla
7,Chiapas,58,Nicol√°s Ru√≠z,07-058,chiapas,nicolas ruiz,chiapas-nicolas ruiz,chiapas-nicolas ruiz,100,chiapas,nicolas ruiz,chiapas-nicolas ruiz
7,Chiapas,59,Ocosingo,07-059,chiapas,ocosingo,chiapas-ocosingo,chiapas-ocosingo,100,chiapas,ocosingo,chiapas-ocosingo
7,Chiapas,60,Ocotepec,07-060,chiapas,ocotepec,chiapas-ocotepec,chiapas-ocotepec,100,chiapas,ocotepec,chiapas-ocotepec
7,Chiapas,61,Ocozocoautla de Espinosa,07-061,chiapas,ocozocoautla de espinosa,chiapas-ocozocoautla de espinosa,chiapas-ocozocoautla de espinosa,100,chiapas,ocozocoautla de espinosa,chiapas-ocozocoautla de espinosa
7,Chiapas,62,Ostuac√°n,07-062,chiapas,ostuacan,chiapas-ostuacan,chiapas-ostuacan,100,chiapas,ostuacan,chiapas-ostuacan
7,Chiapas,63,Osumacinta,07-063,chiapas,osumacinta,chiapas-osumacinta,chiapas-osumacinta,100,chiapas,osumacinta,chiapas-osumacinta
7,Chiapas,64,Oxchuc,07-064,chiapas,oxchuc,chiapas-oxchuc,chiapas-oxchuc,100,chiapas,oxchuc,chiapas-oxchuc
7,Chiapas,65,Palenque,07-065,chiapas,palenque,chiapas-palenque,chiapas-palenque,100,chiapas,palenque,chiapas-palenque
7,Chiapas,66,Pantelh√≥,07-066,chiapas,pantelho,chiapas-pantelho,chiapas-pantelho,100,chiapas,pantelho,chiapas-pantelho
7,Chiapas,67,Pantepec,07-067,chiapas,pantepec,chiapas-pantepec,chiapas-pantepec,100,chiapas,pantepec,chiapas-pantepec
7,Chiapas,68,Pichucalco,07-068,chiapas,pichucalco,chiapas-pichucalco,chiapas-pichucalco,100,chiapas,pichucalco,chiapas-pichucalco
7,Chiapas,69,Pijijiapan,07-069,chiapas,pijijiapan,chiapas-pijijiapan,chiapas-pijijiapan,100,chiapas,pijijiapan,chiapas-pijijiapan
7,Chiapas,70,El Porvenir,07-070,chiapas,el porvenir,chiapas-el porvenir,chiapas-el porvenir,100,chiapas,el porvenir,chiapas-el porvenir
7,Chiapas,71,Villa Comaltitl√°n,07-071,chiapas,villa comaltitlan,chiapas-villa comaltitlan,chiapas-villa comaltitlan,100,chiapas,villa comaltitlan,chiapas-villa comaltitlan
7,Chiapas,72,Pueblo Nuevo Solistahuac√°n,07-072,chiapas,pueblo nuevo solistahuacan,chiapas-pueblo nuevo solistahuacan,chiapas-pueblo nuevo solistahuacan,100,chiapas,pueblo nuevo solistahuacan,chiapas-pueblo nuevo solistahuacan
7,Chiapas,73,Ray√≥n,07-073,chiapas,rayon,chiapas-rayon,chiapas-rayon,100,chiapas,rayon,chiapas-rayon
7,Chiapas,74,Reforma,07-074,chiapas,reforma,chiapas-reforma,chiapas-reforma,100,chiapas,reforma,chiapas-reforma
7,Chiapas,75,Las Rosas,07-075,chiapas,las rosas,chiapas-las rosas,chiapas-las rosas,100,chiapas,las rosas,chiapas-las rosas
7,Chiapas,76,Sabanilla,07-076,chiapas,sabanilla,chiapas-sabanilla,chiapas-sabanilla,100,chiapas,sabanilla,chiapas-sabanilla
7,Chiapas,77,Salto de Agua,07-077,chiapas,salto de agua,chiapas-salto de agua,chiapas-salto de agua,100,chiapas,salto de agua,chiapas-salto de agua
7,Chiapas,78,San Crist√≥bal de las Casas,07-078,chiapas,san cristobal de las casas,chiapas-san cristobal de las casas,chiapas-san cristobal de las casas,100,chiapas,san cristobal de las casas,chiapas-san cristobal de las casas
7,Chiapas,79,San Fernando,07-079,chiapas,san fernando,chiapas-san fernando,chiapas-san fernando,100,chiapas,san fernando,chiapas-san fernando
7,Chiapas,80,Siltepec,07-080,chiapas,siltepec,chiapas-siltepec,chiapas-siltepec,100,chiapas,siltepec,chiapas-siltepec
7,Chiapas,81,Simojovel,07-081,chiapas,simojovel,chiapas-simojovel,chiapas-simojovel,100,chiapas,simojovel,chiapas-simojovel
7,Chiapas,82,Sital√°,07-082,chiapas,sitala,chiapas-sitala,chiapas-sitala,100,chiapas,sitala,chiapas-sitala
7,Chiapas,83,Socoltenango,07-083,chiapas,socoltenango,chiapas-socoltenango,chiapas-socoltenango,100,chiapas,socoltenango,chiapas-socoltenango
7,Chiapas,84,Solosuchiapa,07-084,chiapas,solosuchiapa,chiapas-solosuchiapa,chiapas-solosuchiapa,100,chiapas,solosuchiapa,chiapas-solosuchiapa
7,Chiapas,85,Soyal√≥,07-085,chiapas,soyalo,chiapas-soyalo,chiapas-soyalo,100,chiapas,soyalo,chiapas-soyalo
7,Chiapas,86,Suchiapa,07-086,chiapas,suchiapa,chiapas-suchiapa,chiapas-suchiapa,100,chiapas,suchiapa,chiapas-suchiapa
7,Chiapas,87,Suchiate,07-087,chiapas,suchiate,chiapas-suchiate,chiapas-suchiate,100,chiapas,suchiate,chiapas-suchiate
7,Chiapas,88,Sunuapa,07-088,chiapas,sunuapa,chiapas-sunuapa,chiapas-sunuapa,100,chiapas,sunuapa,chiapas-sunuapa
7,Chiapas,89,Tapachula,07-089,chiapas,tapachula,chiapas-tapachula,chiapas-tapachula,100,chiapas,tapachula,chiapas-tapachula
7,Chiapas,90,Tapalapa,07-090,chiapas,tapalapa,chiapas-tapalapa,chiapas-tapalapa,100,chiapas,tapalapa,chiapas-tapalapa
7,Chiapas,91,Tapilula,07-091,chiapas,tapilula,chiapas-tapilula,chiapas-tapilula,100,chiapas,tapilula,chiapas-tapilula
7,Chiapas,92,Tecpat√°n,07-092,chiapas,tecpatan,chiapas-tecpatan,chiapas-tecpatan,100,chiapas,tecpatan,chiapas-tecpatan
7,Chiapas,93,Tenejapa,07-093,chiapas,tenejapa,chiapas-tenejapa,chiapas-tenejapa,100,chiapas,tenejapa,chiapas-tenejapa
7,Chiapas,94,Teopisca,07-094,chiapas,teopisca,chiapas-teopisca,chiapas-teopisca,100,chiapas,teopisca,chiapas-teopisca
7,Chiapas,96,Tila,07-096,chiapas,tila,chiapas-tila,chiapas-tila,100,chiapas,tila,chiapas-tila
7,Chiapas,97,Tonal√°,07-097,chiapas,tonala,chiapas-tonala,chiapas-tonala,100,chiapas,tonala,chiapas-tonala
7,Chiapas,98,Totolapa,07-098,chiapas,totolapa,chiapas-totolapa,chiapas-totolapa,100,chiapas,totolapa,chiapas-totolapa
7,Chiapas,99,La Trinitaria,07-099,chiapas,la trinitaria,chiapas-la trinitaria,chiapas-la trinitaria,100,chiapas,la trinitaria,chiapas-la trinitaria
7,Chiapas,100,Tumbal√°,07-100,chiapas,tumbala,chiapas-tumbala,chiapas-tumbala,100,chiapas,tumbala,chiapas-tumbala
7,Chiapas,101,Tuxtla Guti√©rrez,07-101,chiapas,tuxtla gutierrez,chiapas-tuxtla gutierrez,chiapas-tuxtla gutierrez,100,chiapas,tuxtla gutierrez,chiapas-tuxtla gutierrez
7,Chiapas,102,Tuxtla Chico,07-102,chiapas,tuxtla chico,chiapas-tuxtla chico,chiapas-tuxtla chico,100,chiapas,tuxtla chico,chiapas-tuxtla chico
7,Chiapas,103,Tuzant√°n,07-103,chiapas,tuzantan,chiapas-tuzantan,chiapas-tuzantan,100,chiapas,tuzantan,chiapas-tuzantan
7,Chiapas,104,Tzimol,07-104,chiapas,tzimol,chiapas-tzimol,chiapas-tzimol,100,chiapas,tzimol,chiapas-tzimol
7,Chiapas,105,Uni√≥n Ju√°rez,07-105,chiapas,union juarez,chiapas-union juarez,chiapas-union juarez,100,chiapas,union juarez,chiapas-union juarez
7,Chiapas,106,Venustiano Carranza,07-106,chiapas,venustiano carranza,chiapas-venustiano carranza,chiapas-venustiano carranza,100,chiapas,venustiano carranza,chiapas-venustiano carranza
7,Chiapas,107,Villa Corzo,07-107,chiapas,villa corzo,chiapas-villa corzo,chiapas-villa corzo,100,chiapas,villa corzo,chiapas-villa corzo
7,Chiapas,108,Villaflores,07-108,chiapas,villaflores,chiapas-villaflores,chiapas-villaflores,100,chiapas,villaflores,chiapas-villaflores
7,Chiapas,109,Yajal√≥n,07-109,chiapas,yajalon,chiapas-yajalon,chiapas-yajalon,100,chiapas,yajalon,chiapas-yajalon
7,Chiapas,110,San Lucas,07-110,chiapas,san lucas,chiapas-san lucas,chiapas-san lucas,100,chiapas,san lucas,chiapas-san lucas
7,Chiapas,111,Zinacant√°n,07-111,chiapas,zinacantan,chiapas-zinacantan,chiapas-zinacantan,100,chiapas,zinacantan,chiapas-zinacantan
7,Chiapas,112,San Juan Cancuc,07-112,chiapas,san juan cancuc,chiapas-san juan cancuc,chiapas-san juan cancuc,100,chiapas,san juan cancuc,chiapas-san juan cancuc
7,Chiapas,113,Aldama,07-113,chiapas,aldama,chiapas-aldama,chiapas-aldama,100,chiapas,aldama,chiapas-aldama
7,Chiapas,114,Benem√©rito de las Am√©ricas,07-114,chiapas,benemerito de las americas,chiapas-benemerito de las americas,chiapas-benemerito de las americas,100,chiapas,benemerito de las americas,chiapas-benemerito de las americas
7,Chiapas,115,Maravilla Tenejapa,07-115,chiapas,maravilla tenejapa,chiapas-maravilla tenejapa,chiapas-maravilla tenejapa,100,chiapas,maravilla tenejapa,chiapas-maravilla tenejapa
7,Chiapas,116,Marqu√©s de Comillas,07-116,chiapas,marques de comillas,chiapas-marques de comillas,chiapas-marques de comillas,100,chiapas,marques de comillas,chiapas-marques de comillas
7,Chiapas,117,Montecristo de Guerrero,07-117,chiapas,montecristo de guerrero,chiapas-montecristo de guerrero,chiapas-montecristo de guerrero,100,chiapas,montecristo de guerrero,chiapas-montecristo de guerrero
7,Chiapas,118,San Andr√©s Duraznal,07-118,chiapas,san andres duraznal,chiapas-san andres duraznal,chiapas-san andres duraznal,100,chiapas,san andres duraznal,chiapas-san andres duraznal
7,Chiapas,119,Santiago el Pinar,07-119,chiapas,santiago el pinar,chiapas-santiago el pinar,chiapas-santiago el pinar,100,chiapas,santiago el pinar,chiapas-santiago el pinar
7,Chiapas,121,Rinc√≥n Chamula San Pedro,07-121,chiapas,rincon chamula san pedro,chiapas-rincon chamula san pedro,chiapas-rincon chamula san pedro,100,chiapas,rincon chamula san pedro,chiapas-rincon chamula san pedro
7,Chiapas,122,El Parral,07-122,chiapas,el parral,chiapas-el parral,chiapas-el parral,100,chiapas,el parral,chiapas-el parral
7,Chiapas,123,Emiliano Zapata,07-123,chiapas,emiliano zapata,chiapas-emiliano zapata,chiapas-emiliano zapata,100,chiapas,emiliano zapata,chiapas-emiliano zapata
7,Chiapas,124,Mezcalapa,07-124,chiapas,mezcalapa,chiapas-mezcalapa,chiapas-mezcalapa,100,chiapas,mezcalapa,chiapas-mezcalapa
